observation	subject	trial	gap_size	target_size	correct_side	dots_left	dots_right	dotpair_id	vagueness	Text	is_error	rt
1198	19	46	Big	Small	Left	4	8	8:4	Vague	few	0	1564
1199	19	47	Big	Big	Right	4	8	8:4	Crisp	eight	0	2581
1200	19	48	Small	Small	Left	6	8	6:8	Vague	few	1	4930
1201	19	49	Small	Small	Left	2	4	2:4	Vague	few	0	2812
1202	19	50	Big	Small	Left	5	9	5:9	Vague	few	0	1781
1203	19	51	Big	Big	Left	8	4	8:4	Crisp	eight	0	2397
1204	19	52	Big	Small	Right	7	3	7:3	Vague	few	0	2574
1205	19	53	Big	Small	Left	5	9	5:9	Crisp	five	0	1932
1206	19	54	Small	Big	Left	8	6	6:8	Crisp	eight	0	3021
1207	19	55	Small	Big	Right	2	4	2:4	Vague	many	0	1534
1208	19	56	Small	Big	Left	4	2	2:4	Crisp	four	0	2025
1209	19	57	Small	Big	Left	9	7	7:9	Crisp	nine	0	3679
1210	19	58	Small	Big	Left	9	7	7:9	Vague	many	0	3803
1211	19	59	Small	Small	Left	3	5	3:5	Crisp	three	0	1010
1212	19	60	Big	Small	Right	8	4	8:4	Crisp	four	0	2109
1213	19	61	Big	Big	Right	5	9	5:9	Vague	many	0	2628
1214	19	62	Big	Big	Right	2	6	2:6	Crisp	six	0	1821
1215	19	63	Small	Small	Left	6	8	6:8	Crisp	six	0	2021
1216	19	64	Small	Big	Right	3	5	3:5	Crisp	five	0	1388
1217	20	1	Big	Small	Left	2	6	2:6	Vague	few	0	961
1218	20	2	Big	Small	Right	8	4	8:4	Crisp	four	0	889
1219	20	3	Big	Small	Left	4	8	8:4	Vague	few	0	844
1220	20	4	Small	Big	Right	2	4	2:4	Crisp	four	0	945
1221	20	5	Small	Big	Left	8	6	6:8	Vague	many	0	946
1222	20	6	Big	Big	Right	2	6	2:6	Crisp	six	0	865
1223	20	7	Big	Small	Right	7	3	7:3	Vague	few	0	981
1224	20	8	Small	Big	Right	6	8	6:8	Crisp	eight	0	1695
1225	20	9	Big	Big	Left	9	5	5:9	Crisp	nine	0	1206
1226	20	10	Big	Big	Left	6	2	2:6	Crisp	six	0	869
1227	20	11	Big	Small	Right	8	4	8:4	Vague	few	0	1009
1228	20	12	Small	Small	Left	6	8	6:8	Vague	few	0	985
1229	20	13	Big	Big	Right	3	7	7:3	Crisp	seven	0	816
1230	20	14	Small	Small	Left	7	9	7:9	Vague	few	0	1654
1231	20	15	Big	Big	Left	7	3	7:3	Vague	many	0	956
1232	20	16	Small	Small	Right	8	6	6:8	Crisp	six	0	1342
1233	20	17	Big	Big	Left	7	3	7:3	Crisp	seven	0	849
1234	20	18	Big	Small	Right	6	2	2:6	Crisp	two	0	877
1235	20	19	Small	Big	Left	5	3	3:5	Crisp	five	0	945
1236	20	20	Big	Big	Right	3	7	7:3	Vague	many	0	876
1237	20	21	Small	Big	Left	5	3	3:5	Vague	many	0	1055
1238	20	22	Big	Small	Right	9	5	5:9	Vague	few	0	942
1239	20	23	Big	Big	Right	5	9	5:9	Crisp	nine	0	1144
1240	20	24	Small	Big	Right	3	5	3:5	Vague	many	0	1011
1241	20	25	Big	Small	Left	4	8	8:4	Crisp	four	0	924
1242	20	26	Small	Big	Left	9	7	7:9	Crisp	nine	0	989
1243	20	27	Big	Small	Left	5	9	5:9	Vague	few	0	883
1244	20	28	Big	Small	Left	5	9	5:9	Crisp	five	0	974
1245	20	29	Small	Small	Left	2	4	2:4	Crisp	two	0	925
1246	20	30	Small	Small	Left	3	5	3:5	Vague	few	0	935
1247	20	31	Small	Small	Right	5	3	3:5	Crisp	three	0	857
1248	20	32	Big	Small	Right	7	3	7:3	Crisp	three	0	806
1249	20	33	Small	Big	Right	3	5	3:5	Crisp	five	0	924
1250	20	34	Small	Small	Right	4	2	2:4	Crisp	two	0	869
1251	20	35	Small	Small	Right	9	7	7:9	Vague	few	0	1201
1252	20	36	Small	Small	Right	9	7	7:9	Crisp	seven	0	1858
1253	20	37	Big	Big	Left	6	2	2:6	Vague	many	0	877
1254	20	38	Small	Small	Right	5	3	3:5	Vague	few	0	848
1255	20	39	Big	Small	Left	3	7	7:3	Vague	few	0	1005
1256	20	40	Small	Small	Left	7	9	7:9	Crisp	seven	0	1413
1257	20	41	Big	Small	Right	6	2	2:6	Vague	few	0	853
1258	20	42	Small	Big	Right	7	9	7:9	Crisp	nine	0	2115
1259	20	43	Small	Big	Left	9	7	7:9	Vague	many	0	1739
1260	20	44	Small	Big	Right	6	8	6:8	Vague	many	0	903
1261	20	45	Small	Big	Right	2	4	2:4	Vague	many	0	809
1262	20	46	Small	Big	Left	4	2	2:4	Vague	many	0	862
1263	20	47	Small	Big	Left	4	2	2:4	Crisp	four	0	946
1264	20	48	Small	Big	Left	8	6	6:8	Crisp	eight	0	1393
1265	20	49	Big	Big	Right	4	8	8:4	Vague	many	0	834
1266	20	50	Big	Small	Left	3	7	7:3	Crisp	three	0	792
1267	20	51	Big	Small	Right	9	5	5:9	Crisp	five	0	901
1268	20	52	Small	Small	Left	3	5	3:5	Crisp	three	0	920
1269	20	53	Big	Big	Left	8	4	8:4	Vague	many	0	771
1270	20	54	Big	Big	Left	8	4	8:4	Crisp	eight	0	898
1271	20	55	Big	Big	Right	2	6	2:6	Vague	many	0	765
1272	20	56	Small	Small	Left	6	8	6:8	Crisp	six	0	1317
1273	20	57	Small	Small	Left	2	4	2:4	Vague	few	0	993
1274	20	58	Big	Big	Left	9	5	5:9	Vague	many	0	929
1275	20	59	Small	Big	Right	7	9	7:9	Vague	many	0	1506
1276	20	60	Small	Small	Right	4	2	2:4	Vague	few	0	975
1277	20	61	Big	Big	Right	5	9	5:9	Vague	many	0	880
1278	20	62	Big	Big	Right	4	8	8:4	Crisp	eight	0	1332
1279	20	63	Small	Small	Right	8	6	6:8	Vague	few	0	1433
1280	20	64	Big	Small	Left	2	6	2:6	Crisp	two	0	769
1281	21	1	Big	Small	Left	5	9	5:9	Vague	few	0	1483
1282	21	2	Small	Small	Left	6	8	6:8	Crisp	six	0	1474
1283	21	3	Small	Big	Left	4	2	2:4	Crisp	four	1	1065
1284	21	4	Small	Big	Left	5	3	3:5	Crisp	five	0	1471
1285	21	5	Small	Small	Left	6	8	6:8	Vague	few	0	1501
1286	21	6	Small	Big	Right	3	5	3:5	Vague	many	0	1140
1287	21	7	Big	Small	Right	6	2	2:6	Vague	few	0	1686
1288	21	8	Big	Small	Left	3	7	7:3	Vague	few	0	1662
1289	21	9	Big	Small	Right	8	4	8:4	Vague	few	0	1310
1290	21	10	Small	Big	Right	7	9	7:9	Vague	many	0	2132
1291	21	11	Big	Small	Left	5	9	5:9	Crisp	five	0	1323
1292	21	12	Big	Small	Right	9	5	5:9	Crisp	five	0	1238
1293	21	13	Small	Small	Right	5	3	3:5	Vague	few	0	1998
1294	21	14	Big	Big	Right	3	7	7:3	Crisp	seven	0	1042
1295	21	15	Small	Small	Right	4	2	2:4	Crisp	two	0	922
1296	21	16	Big	Small	Right	7	3	7:3	Vague	few	0	1381
1297	21	17	Small	Small	Right	9	7	7:9	Crisp	seven	0	1279
1298	21	18	Small	Small	Right	4	2	2:4	Vague	few	0	1254
1299	21	19	Small	Small	Left	7	9	7:9	Vague	few	0	1621
1300	21	20	Big	Big	Right	5	9	5:9	Vague	many	0	1295
1301	21	21	Small	Small	Left	2	4	2:4	Crisp	two	0	852
1302	21	22	Small	Small	Right	8	6	6:8	Crisp	six	0	1169
1303	21	23	Big	Big	Right	2	6	2:6	Crisp	six	0	1099
1304	21	24	Big	Big	Left	6	2	2:6	Crisp	six	0	961
1305	21	25	Big	Small	Right	9	5	5:9	Vague	few	0	1434
1306	21	26	Small	Big	Right	6	8	6:8	Vague	many	0	1205
1307	21	27	Big	Small	Left	2	6	2:6	Crisp	two	0	798
1308	21	28	Small	Big	Left	9	7	7:9	Crisp	nine	1	1141
1309	21	29	Small	Small	Left	3	5	3:5	Crisp	three	0	1474
1310	21	30	Big	Big	Left	9	5	5:9	Vague	many	0	2936
1311	21	31	Small	Small	Left	3	5	3:5	Vague	few	0	2424
1312	21	32	Small	Small	Left	2	4	2:4	Vague	few	0	2252
1313	21	33	Big	Small	Left	2	6	2:6	Vague	few	0	1278
1314	21	34	Small	Big	Left	5	3	3:5	Vague	many	0	1292
1315	21	35	Big	Big	Right	5	9	5:9	Crisp	nine	0	1873
1316	21	36	Small	Big	Right	3	5	3:5	Crisp	five	0	1377
1317	21	37	Big	Small	Left	3	7	7:3	Crisp	three	0	1227
1318	21	38	Small	Big	Right	2	4	2:4	Vague	many	0	1691
1319	21	39	Big	Big	Right	3	7	7:3	Vague	many	0	1105
1320	21	40	Small	Big	Left	9	7	7:9	Vague	many	0	1927
1321	21	41	Big	Small	Right	7	3	7:3	Crisp	three	0	1396
1322	21	42	Big	Small	Right	8	4	8:4	Crisp	four	0	895
1323	21	43	Small	Big	Right	2	4	2:4	Crisp	four	0	1531
1324	21	44	Big	Big	Left	8	4	8:4	Crisp	eight	0	1809
1325	21	45	Big	Big	Left	8	4	8:4	Vague	many	0	1076
1326	21	46	Big	Big	Left	6	2	2:6	Vague	many	0	898
1327	21	47	Big	Small	Left	4	8	8:4	Vague	few	0	1101
1328	21	48	Small	Small	Right	8	6	6:8	Vague	few	0	1794
1329	21	49	Small	Big	Left	4	2	2:4	Vague	many	0	990
1330	21	50	Small	Small	Right	5	3	3:5	Crisp	three	0	1094
1331	21	51	Small	Big	Right	6	8	6:8	Crisp	eight	1	2187
1332	21	52	Big	Big	Right	2	6	2:6	Vague	many	0	1924
1333	21	53	Big	Small	Left	4	8	8:4	Crisp	four	0	1049
1334	21	54	Small	Big	Right	7	9	7:9	Crisp	nine	1	1702
1335	21	55	Small	Small	Right	9	7	7:9	Vague	few	0	4479
1336	21	56	Big	Big	Left	7	3	7:3	Crisp	seven	0	1224
1337	21	57	Small	Big	Left	8	6	6:8	Crisp	eight	1	1455
1338	21	58	Small	Big	Left	8	6	6:8	Vague	many	0	2048
1339	21	59	Small	Small	Left	7	9	7:9	Crisp	seven	0	2497
1340	21	60	Big	Big	Left	9	5	5:9	Crisp	nine	0	1539
1341	21	61	Big	Small	Right	6	2	2:6	Crisp	two	0	918
1342	21	62	Big	Big	Right	4	8	8:4	Crisp	eight	0	1473
1343	21	63	Big	Big	Right	4	8	8:4	Vague	many	0	1256
1344	21	64	Big	Big	Left	7	3	7:3	Vague	many	0	1887
1345	22	1	Big	Big	Right	3	7	7:3	Vague	many	0	1911
1346	22	2	Small	Small	Right	9	7	7:9	Crisp	seven	0	3482
1347	22	3	Big	Big	Left	9	5	5:9	Crisp	nine	0	1502
1348	22	4	Big	Small	Left	2	6	2:6	Crisp	two	0	1447
1349	22	5	Small	Big	Right	7	9	7:9	Vague	many	0	5426
1350	22	6	Small	Big	Left	4	2	2:4	Crisp	four	0	1622
1351	22	7	Small	Big	Left	5	3	3:5	Vague	many	0	1780
1352	22	8	Big	Small	Right	8	4	8:4	Vague	few	0	1779
1353	22	9	Big	Small	Left	2	6	2:6	Vague	few	0	1904
1354	22	10	Big	Big	Left	7	3	7:3	Crisp	seven	0	2739
1355	22	11	Big	Big	Right	3	7	7:3	Crisp	seven	0	2013
1356	22	12	Big	Small	Left	4	8	8:4	Crisp	four	0	2310
1357	22	13	Small	Small	Left	7	9	7:9	Vague	few	0	7345
1358	22	14	Small	Small	Right	4	2	2:4	Crisp	two	0	1284
1359	22	15	Small	Small	Left	2	4	2:4	Vague	few	0	1415
1360	22	16	Big	Small	Right	7	3	7:3	Crisp	three	0	2050
1361	22	17	Small	Small	Left	6	8	6:8	Vague	few	0	3024
1362	22	18	Big	Big	Right	2	6	2:6	Vague	many	0	2762
1363	22	19	Big	Big	Right	5	9	5:9	Vague	many	0	2103
1364	22	20	Big	Small	Right	6	2	2:6	Vague	few	1	1372
1365	22	21	Small	Small	Right	8	6	6:8	Vague	few	0	12057
1366	22	22	Big	Big	Right	4	8	8:4	Vague	many	0	2045
1367	22	23	Small	Big	Right	6	8	6:8	Crisp	eight	0	4059
1368	22	24	Small	Big	Left	8	6	6:8	Vague	many	0	5713
1369	22	25	Small	Big	Right	7	9	7:9	Crisp	nine	0	3312
1370	22	26	Small	Small	Left	3	5	3:5	Vague	few	0	4448
1371	22	27	Small	Small	Left	6	8	6:8	Crisp	six	0	2805
1372	22	28	Big	Big	Left	6	2	2:6	Vague	many	0	1926
1373	22	29	Small	Big	Right	2	4	2:4	Vague	many	0	1711
1374	22	30	Big	Small	Left	5	9	5:9	Vague	few	0	3377
1375	22	31	Big	Small	Left	3	7	7:3	Crisp	three	0	1877
1376	22	32	Small	Small	Left	2	4	2:4	Crisp	two	0	2504
1377	22	33	Big	Small	Left	3	7	7:3	Vague	few	0	1557
1378	22	34	Big	Small	Left	4	8	8:4	Vague	few	0	1492
1379	22	35	Big	Big	Left	9	5	5:9	Vague	many	0	2413
1380	22	36	Small	Big	Left	5	3	3:5	Crisp	five	0	2127
1381	22	37	Small	Big	Right	6	8	6:8	Vague	many	0	4433
1382	22	38	Small	Small	Right	9	7	7:9	Vague	few	0	8271
1383	22	39	Small	Big	Right	3	5	3:5	Crisp	five	0	3580
1384	22	40	Small	Small	Right	4	2	2:4	Vague	few	0	2362
1385	22	41	Big	Big	Left	8	4	8:4	Crisp	eight	0	4030
1386	22	42	Big	Big	Left	6	2	2:6	Crisp	six	0	2377
1387	22	43	Small	Small	Left	7	9	7:9	Crisp	seven	0	2972
1388	22	44	Big	Big	Right	4	8	8:4	Crisp	eight	0	3032
1389	22	45	Big	Small	Right	8	4	8:4	Crisp	four	0	2290
1390	22	46	Small	Big	Right	3	5	3:5	Vague	many	0	2272
1391	22	47	Big	Big	Right	5	9	5:9	Crisp	nine	0	2574
1392	22	48	Big	Small	Right	7	3	7:3	Vague	few	0	2417
1393	22	49	Small	Big	Left	9	7	7:9	Vague	many	0	10732
1394	22	50	Big	Big	Right	2	6	2:6	Crisp	six	0	1806
1395	22	51	Big	Small	Right	6	2	2:6	Crisp	two	0	1694
1396	22	52	Small	Small	Right	5	3	3:5	Crisp	three	0	1382
1397	22	53	Big	Small	Right	9	5	5:9	Crisp	five	0	2525
1398	22	54	Big	Big	Left	8	4	8:4	Vague	many	0	1730
1399	22	55	Big	Small	Left	5	9	5:9	Crisp	five	0	2762
1400	22	56	Big	Small	Right	9	5	5:9	Vague	few	0	3869
1401	22	57	Small	Big	Left	9	7	7:9	Crisp	nine	1	3426
1402	22	58	Small	Big	Left	8	6	6:8	Crisp	eight	0	4691
1403	22	59	Small	Big	Right	2	4	2:4	Crisp	four	0	2394
1404	22	60	Small	Small	Left	3	5	3:5	Crisp	three	0	2686
1405	22	61	Small	Small	Right	8	6	6:8	Crisp	six	0	2684
1406	22	62	Small	Big	Left	4	2	2:4	Vague	many	0	2475
1407	22	63	Big	Big	Left	7	3	7:3	Vague	many	0	2642
1408	22	64	Small	Small	Right	5	3	3:5	Vague	few	0	2986
1409	23	1	Small	Big	Right	2	4	2:4	Crisp	four	0	2746
1410	23	2	Small	Big	Right	7	9	7:9	Vague	many	0	3805
1411	23	3	Big	Big	Left	8	4	8:4	Crisp	eight	0	2739
1412	23	4	Big	Big	Right	4	8	8:4	Crisp	eight	0	4400
1413	23	5	Big	Small	Left	2	6	2:6	Vague	few	0	1647
1414	23	6	Small	Small	Left	6	8	6:8	Vague	few	0	1716
1415	23	7	Big	Big	Left	9	5	5:9	Vague	many	0	2037
1416	23	8	Big	Big	Left	7	3	7:3	Vague	many	0	1956
1417	23	9	Big	Big	Left	6	2	2:6	Vague	many	0	1590
1418	23	10	Big	Small	Right	7	3	7:3	Vague	few	0	1231
1419	23	11	Small	Big	Left	5	3	3:5	Vague	many	0	1193
1420	23	12	Big	Small	Right	9	5	5:9	Vague	few	0	2198
1421	23	13	Small	Small	Left	7	9	7:9	Crisp	seven	0	2893
1422	23	14	Big	Small	Left	5	9	5:9	Crisp	five	0	1108
1423	23	15	Small	Small	Left	3	5	3:5	Crisp	three	0	1198
1424	23	16	Small	Small	Left	2	4	2:4	Vague	few	0	1949
1425	23	17	Big	Big	Right	5	9	5:9	Vague	many	0	1150
1426	23	18	Small	Big	Right	7	9	7:9	Crisp	nine	0	2779
1427	23	19	Small	Big	Left	8	6	6:8	Crisp	eight	0	2540
1428	23	20	Big	Small	Left	2	6	2:6	Crisp	two	0	1154
1429	23	21	Big	Small	Right	6	2	2:6	Vague	few	0	1313
1430	23	22	Small	Big	Right	2	4	2:4	Vague	many	0	1611
1431	23	23	Big	Small	Right	7	3	7:3	Crisp	three	0	1200
1432	23	24	Big	Small	Right	8	4	8:4	Crisp	four	0	1387
1433	23	25	Small	Big	Left	4	2	2:4	Vague	many	0	1418
1434	23	26	Big	Big	Right	3	7	7:3	Vague	many	0	1119
1435	23	27	Big	Small	Left	3	7	7:3	Crisp	three	0	1229
1436	23	28	Big	Big	Right	2	6	2:6	Crisp	six	0	922
1437	23	29	Big	Small	Right	8	4	8:4	Vague	few	0	1248
1438	23	30	Big	Big	Left	8	4	8:4	Vague	many	0	1331
1439	23	31	Small	Big	Left	9	7	7:9	Vague	many	0	2451
1440	23	32	Small	Small	Right	5	3	3:5	Crisp	three	0	1173
1441	23	33	Small	Big	Left	4	2	2:4	Crisp	four	0	1443
1442	23	34	Small	Small	Left	2	4	2:4	Crisp	two	0	1015
1443	23	35	Big	Big	Right	4	8	8:4	Vague	many	0	1468
1444	23	36	Small	Small	Right	8	6	6:8	Vague	few	0	5174
1445	23	37	Small	Big	Left	5	3	3:5	Crisp	five	0	1532
1446	23	38	Big	Big	Left	7	3	7:3	Crisp	seven	0	1140
1447	23	39	Small	Small	Right	4	2	2:4	Crisp	two	0	770
1448	23	40	Big	Small	Right	6	2	2:6	Crisp	two	0	647
1449	23	41	Big	Big	Left	9	5	5:9	Crisp	nine	0	2887
1450	23	42	Small	Small	Right	9	7	7:9	Crisp	seven	0	2487
1451	23	43	Small	Big	Right	6	8	6:8	Crisp	eight	1	2300
1452	23	44	Big	Big	Left	6	2	2:6	Crisp	six	0	1343
1453	23	45	Small	Small	Left	6	8	6:8	Crisp	six	0	1534
1454	23	46	Big	Big	Right	3	7	7:3	Crisp	seven	0	1240
1455	23	47	Big	Small	Left	4	8	8:4	Vague	few	0	1257
1456	23	48	Big	Big	Right	2	6	2:6	Vague	many	0	1186
1457	23	49	Small	Small	Right	5	3	3:5	Vague	few	0	1239
1458	23	50	Small	Small	Right	4	2	2:4	Vague	few	0	1708
1459	23	51	Small	Big	Right	3	5	3:5	Vague	many	0	1990
1460	23	52	Big	Small	Left	3	7	7:3	Vague	few	0	1166
1461	23	53	Small	Small	Right	8	6	6:8	Crisp	six	0	1369
1462	23	54	Small	Big	Right	3	5	3:5	Crisp	five	0	1841
1463	23	55	Small	Small	Left	3	5	3:5	Vague	few	0	1590
1464	23	56	Small	Big	Right	6	8	6:8	Vague	many	0	3596
1465	23	57	Big	Big	Right	5	9	5:9	Crisp	nine	0	1274
1466	23	58	Big	Small	Right	9	5	5:9	Crisp	five	0	1334
1467	23	59	Big	Small	Left	4	8	8:4	Crisp	four	0	1069
1468	23	60	Big	Small	Left	5	9	5:9	Vague	few	0	1119
1469	23	61	Small	Small	Left	7	9	7:9	Vague	few	0	5609
1470	23	62	Small	Big	Left	9	7	7:9	Crisp	nine	0	2512
1471	23	63	Small	Big	Left	8	6	6:8	Vague	many	0	1677
1472	23	64	Small	Small	Right	9	7	7:9	Vague	few	0	2145
1473	24	1	Big	Big	Left	8	4	8:4	Vague	many	0	984
1474	24	2	Big	Small	Right	7	3	7:3	Vague	few	0	872
1475	24	3	Small	Small	Right	5	3	3:5	Crisp	three	0	846
1476	24	4	Small	Big	Right	3	5	3:5	Crisp	five	0	1277
1477	24	5	Big	Small	Right	7	3	7:3	Crisp	three	0	788
1478	24	6	Small	Small	Right	5	3	3:5	Vague	few	1	901
1479	24	7	Big	Small	Left	4	8	8:4	Vague	few	0	1107
1480	24	8	Big	Small	Right	8	4	8:4	Vague	few	0	1173
1481	24	9	Small	Small	Left	3	5	3:5	Vague	few	0	986
1482	24	10	Small	Big	Left	4	2	2:4	Crisp	four	0	1039
1483	24	11	Small	Small	Left	7	9	7:9	Crisp	seven	1	908
1484	24	12	Small	Big	Right	7	9	7:9	Crisp	nine	0	2979
1485	24	13	Big	Big	Left	8	4	8:4	Crisp	eight	0	1947
1486	24	14	Small	Small	Right	4	2	2:4	Crisp	two	0	760
1487	24	15	Big	Big	Left	6	2	2:6	Crisp	six	0	952
1488	24	16	Big	Big	Right	3	7	7:3	Vague	many	0	1450
1489	24	17	Big	Big	Right	4	8	8:4	Crisp	eight	0	1843
1490	24	18	Big	Small	Left	4	8	8:4	Crisp	four	0	1245
1491	24	19	Small	Small	Left	6	8	6:8	Vague	few	0	2098
1492	24	20	Big	Big	Left	9	5	5:9	Vague	many	0	974
1493	24	21	Small	Small	Left	3	5	3:5	Crisp	three	0	1014
1494	24	22	Big	Small	Right	9	5	5:9	Vague	few	0	1045
1495	24	23	Big	Small	Right	6	2	2:6	Crisp	two	0	763
1496	24	24	Small	Small	Left	2	4	2:4	Vague	few	0	931
1497	24	25	Big	Big	Right	5	9	5:9	Vague	many	0	694
1498	24	26	Big	Small	Right	8	4	8:4	Crisp	four	0	832
1499	24	27	Big	Big	Left	6	2	2:6	Vague	many	0	679
1500	24	28	Small	Big	Right	7	9	7:9	Vague	many	0	1000
1501	24	29	Small	Small	Right	9	7	7:9	Vague	few	0	2064
1502	24	30	Big	Big	Left	7	3	7:3	Vague	many	0	1210
1503	24	31	Big	Big	Right	2	6	2:6	Crisp	six	0	738
1504	24	32	Big	Small	Left	5	9	5:9	Vague	few	0	989
1505	24	33	Big	Small	Left	3	7	7:3	Vague	few	0	621
1506	24	34	Big	Small	Left	5	9	5:9	Crisp	five	0	976
1507	24	35	Small	Small	Right	8	6	6:8	Vague	few	1	1135
1508	24	36	Small	Small	Right	9	7	7:9	Crisp	seven	0	612
1509	24	37	Big	Big	Right	2	6	2:6	Vague	many	0	1034
1510	24	38	Small	Big	Left	9	7	7:9	Crisp	nine	0	673
1511	24	39	Small	Big	Left	5	3	3:5	Vague	many	0	876
1512	24	40	Small	Big	Left	5	3	3:5	Crisp	five	0	959
1513	24	41	Big	Small	Left	2	6	2:6	Vague	few	0	1033
1514	24	42	Big	Big	Right	5	9	5:9	Crisp	nine	0	1039
1515	24	43	Big	Small	Left	3	7	7:3	Crisp	three	0	1077
1516	24	44	Small	Small	Left	2	4	2:4	Crisp	two	0	1162
1517	24	45	Big	Small	Left	2	6	2:6	Crisp	two	0	891
1518	24	46	Small	Big	Right	2	4	2:4	Crisp	four	0	679
1519	24	47	Small	Small	Left	7	9	7:9	Vague	few	1	1033
1520	24	48	Small	Big	Right	3	5	3:5	Vague	many	0	1419
1521	24	49	Big	Big	Left	7	3	7:3	Crisp	seven	0	779
1522	24	50	Big	Small	Right	9	5	5:9	Crisp	five	0	1667
1523	24	51	Small	Big	Left	4	2	2:4	Vague	many	0	1099
1524	24	52	Small	Big	Left	8	6	6:8	Crisp	eight	0	1188
1525	24	53	Small	Big	Right	6	8	6:8	Crisp	eight	0	3973
1526	24	54	Small	Small	Right	4	2	2:4	Vague	few	0	784
1527	24	55	Small	Big	Left	8	6	6:8	Vague	many	0	912
1528	24	56	Big	Big	Right	4	8	8:4	Vague	many	0	713
1529	24	57	Small	Big	Left	9	7	7:9	Vague	many	0	1216
1530	24	58	Big	Big	Left	9	5	5:9	Crisp	nine	0	800
1531	24	59	Small	Big	Right	2	4	2:4	Vague	many	0	1135
1532	24	60	Small	Small	Left	6	8	6:8	Crisp	six	0	1313
1533	24	61	Small	Big	Right	6	8	6:8	Vague	many	1	2005
1534	24	62	Small	Small	Right	8	6	6:8	Crisp	six	0	1953
1535	24	63	Big	Big	Right	3	7	7:3	Crisp	seven	0	1014
1536	24	64	Big	Small	Right	6	2	2:6	Vague	few	1	1004
1537	25	1	Small	Big	Right	6	8	6:8	Vague	many	0	3120
1538	25	2	Big	Small	Left	2	6	2:6	Crisp	two	0	1085
1539	25	3	Big	Small	Right	7	3	7:3	Crisp	three	0	768
1540	25	4	Big	Small	Left	5	9	5:9	Vague	few	0	1416
1541	25	5	Big	Small	Right	9	5	5:9	Crisp	five	0	1194
1542	25	6	Small	Big	Left	8	6	6:8	Vague	many	0	2418
1543	25	7	Big	Big	Right	4	8	8:4	Crisp	eight	0	1375
1544	25	8	Big	Big	Right	4	8	8:4	Vague	many	0	1195
1545	25	9	Small	Big	Right	2	4	2:4	Crisp	four	0	1171
1546	25	10	Small	Big	Left	5	3	3:5	Vague	many	0	966
1547	25	11	Small	Small	Right	8	6	6:8	Crisp	six	1	1756
1548	25	12	Big	Big	Right	5	9	5:9	Crisp	nine	0	2595
1549	25	13	Big	Small	Left	2	6	2:6	Vague	few	0	1113
1550	25	14	Big	Big	Right	2	6	2:6	Vague	many	0	878
1551	25	15	Big	Small	Right	8	4	8:4	Crisp	four	0	1417
1552	25	16	Small	Small	Left	2	4	2:4	Vague	few	0	1417
1553	25	17	Big	Small	Left	3	7	7:3	Crisp	three	0	1112
1554	25	18	Small	Big	Left	4	2	2:4	Vague	many	0	2794
1555	25	19	Big	Big	Left	8	4	8:4	Crisp	eight	0	1376
1556	25	20	Big	Small	Left	4	8	8:4	Crisp	four	0	1018
1557	25	21	Small	Small	Right	4	2	2:4	Crisp	two	0	954
1558	25	22	Big	Big	Left	6	2	2:6	Vague	many	0	933
1559	25	23	Small	Big	Right	2	4	2:4	Vague	many	0	1310
1560	25	24	Big	Big	Right	5	9	5:9	Vague	many	0	1268
1561	25	25	Small	Small	Left	3	5	3:5	Vague	few	0	1203
1562	25	26	Big	Small	Right	6	2	2:6	Crisp	two	0	1249
1563	25	27	Small	Big	Left	9	7	7:9	Crisp	nine	0	2240
1564	25	28	Small	Small	Right	5	3	3:5	Vague	few	0	1291
1565	25	29	Small	Small	Right	4	2	2:4	Vague	few	0	1191
1566	25	30	Big	Big	Left	7	3	7:3	Crisp	seven	0	1129
1567	25	31	Small	Big	Right	3	5	3:5	Vague	many	0	1299
1568	25	32	Big	Big	Left	9	5	5:9	Vague	many	0	1233
1569	25	33	Big	Small	Left	5	9	5:9	Crisp	five	0	1447
1570	25	34	Small	Small	Right	9	7	7:9	Crisp	seven	0	1294
1571	25	35	Small	Small	Right	9	7	7:9	Vague	few	0	2059
1572	25	36	Big	Big	Left	6	2	2:6	Crisp	six	0	996
1573	25	37	Big	Small	Left	4	8	8:4	Vague	few	0	1076
1574	25	38	Small	Small	Right	8	6	6:8	Vague	few	0	1450
1575	25	39	Big	Small	Right	7	3	7:3	Vague	few	0	825
1576	25	40	Small	Small	Left	7	9	7:9	Vague	few	0	1080
1577	25	41	Big	Small	Right	9	5	5:9	Vague	few	0	908
1578	25	42	Small	Big	Left	8	6	6:8	Crisp	eight	0	1366
1579	25	43	Big	Big	Right	2	6	2:6	Crisp	six	0	1048
1580	25	44	Small	Big	Right	3	5	3:5	Crisp	five	0	1180
1581	25	45	Big	Big	Left	9	5	5:9	Crisp	nine	0	1151
1582	25	46	Big	Small	Right	6	2	2:6	Vague	few	0	946
1583	25	47	Small	Big	Left	9	7	7:9	Vague	many	0	1274
1584	25	48	Small	Big	Left	5	3	3:5	Crisp	five	0	1009
1585	25	49	Big	Big	Right	3	7	7:3	Vague	many	0	903
1586	25	50	Small	Big	Right	6	8	6:8	Crisp	eight	0	1546
1587	25	51	Small	Big	Left	4	2	2:4	Crisp	four	0	814
1588	25	52	Big	Big	Left	8	4	8:4	Vague	many	1	1756
1589	25	53	Big	Small	Right	8	4	8:4	Vague	few	0	1993
1590	25	54	Big	Big	Left	7	3	7:3	Vague	many	0	1061
