"Subject" "Trial" "Condition" "Order" "Quantity" "Vagueness" "c_Vag" "Selection" "c_Sel" "Item" "c_Itm" "Target" "Ins" "switchResponse" "RT" "RT_log"
"142" "s01" 142 "Matching Vague" "LtoR" "Large" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 30 "Choose a square with about the same number of dots as the target" "Near" 1457 7.2841348061952
"143" "s01" 143 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "26:35:44" 0.25 40 "Choose a square with about the same number of dots as the target" "Near" 1594 7.37400185935016
"144" "s01" 144 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with more dots than the target" "Expected" 1385 7.23345541862144
"145" "s01" 145 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 24 "Choose a square with the same number of dots as the target" "Near" 1250 7.13089883029635
"146" "s01" 146 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with far fewer dots than the target" "Expected" 1416 7.25559127425367
"147" "s01" 147 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 44 "Choose a square with the same number of dots as the target" "Far" 2901 7.9728107841214
"148" "s01" 148 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with more dots than the target" "Near" 1587 7.36960072052641
"149" "s01" 149 "Matching Vague" "LtoR" "Large" "Vague" 0.5 "Matching" 0.5 "06:15:24" -0.75 20 "Choose a square with about the same number of dots as the target" "Near" 1767 7.4770384723197
"150" "s01" 150 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "16:25:34" -0.25 34 "Choose a square with the same number of dots as the target" "Expected" 1419 7.25770767716004
"151" "s01" 151 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 40 "Choose a square with fewer dots than the target" "Expected" 1121 7.02197642307216
"152" "s01" 152 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with far fewer dots than the target" "Expected" 2058 7.62948991639399
"153" "s01" 153 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with fewer dots than the target" "Expected" 918 6.82219739062049
"154" "s01" 154 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 30 "Choose a square with about the same number of dots as the target" "Far" 1058 6.96413561241824
"155" "s01" 155 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "26:35:44" 0.25 30 "Choose a square with about the same number of dots as the target" "Expected" 1283 7.15695636461564
"156" "s01" 156 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 40 "Choose a square with about the same number of dots as the target" "Expected" 1070 6.97541392745595
"157" "s01" 157 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with far more dots than the target" "Expected" 1346 7.20489251020467
"158" "s01" 158 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with more dots than the target" "Expected" 1283 7.15695636461564
"159" "s01" 159 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with more dots than the target" "Expected" 1180 7.07326971745971
"160" "s01" 160 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "36:45:54" 0.75 54 "Choose a square with the same number of dots as the target" "Expected" 1051 6.95749737087695
"161" "s01" 161 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "06:15:24" -0.75 20 "Choose a square with about the same number of dots as the target" "Near" 975 6.88243747099785
"162" "s01" 162 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with far fewer dots than the target" "Far" 1724 7.45240245122364
"163" "s01" 163 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "26:35:44" 0.25 30 "Choose a square with about the same number of dots as the target" "Expected" 950 6.85646198459459
"164" "s01" 164 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 40 "Choose a square with about the same number of dots as the target" "Expected" 917 6.82110747225646
"165" "s01" 165 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 6 "Choose a square with the same number of dots as the target" "Expected" 1019 6.92657703322272
"166" "s01" 166 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with fewer dots than the target" "Expected" 1235 7.11882624906208
"167" "s01" 167 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 40 "Choose a square with fewer dots than the target" "Expected" 1017 6.92461239604856
"168" "s01" 168 "Matching Vague" "LtoR" "Large" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 50 "Choose a square with about the same number of dots as the target" "Far" 1096 6.99942246750796
"169" "s01" 169 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with more dots than the target" "Expected" 1392 7.23849684089437
"170" "s01" 170 "Matching Crisp" "LtoR" "Small" "Crisp" -0.5 "Matching" 0.5 "16:25:34" -0.25 16 "Choose a square with the same number of dots as the target" "Expected" 988 6.89568269774787
"171" "s01" 171 "Matching Crisp" "LtoR" "Small" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 26 "Choose a square with the same number of dots as the target" "Expected" 1006 6.91373735065968
"172" "s01" 172 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with far more dots than the target" "Expected" 881 6.78105762593618
"173" "s01" 173 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with more dots than the target" "Expected" 1036 6.94312242281943
"174" "s01" 174 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 20 "Choose a square with about the same number of dots as the target" "Near" 1360 7.2152399787301
"175" "s01" 175 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 26 "Choose a square with the same number of dots as the target" "Expected" 1467 7.29097477814298
"176" "s01" 176 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with far fewer dots than the target" "Expected" 1121 7.02197642307216
"177" "s01" 177 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with far fewer dots than the target" "Expected" 950 6.85646198459459
"178" "s01" 178 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 20 "Choose a square with about the same number of dots as the target" "Expected" 1038 6.94505106372583
"179" "s01" 179 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with far more dots than the target" "Near" 1644 7.40488757561612
"180" "s01" 180 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 50 "Choose a square with about the same number of dots as the target" "Near" 1750 7.46737106691756
"181" "s01" 181 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 24 "Choose a square with the same number of dots as the target" "Near" 1290 7.16239749735572
"182" "s01" 182 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with fewer dots than the target" "Expected" 976 6.88346258641309
"183" "s01" 183 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with far more dots than the target" "Near" 1305 7.17395831975679
"184" "s01" 184 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "36:45:54" 0.75 54 "Choose a square with the same number of dots as the target" "Far" 1500 7.3132203870903
"185" "s01" 185 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "06:15:24" -0.75 10 "Choose a square with about the same number of dots as the target" "Near" 1480 7.29979736675816
"186" "s01" 186 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "16:25:34" -0.25 16 "Choose a square with the same number of dots as the target" "Expected" 1028 6.93537044601511
"187" "s01" 187 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 44 "Choose a square with the same number of dots as the target" "Expected" 999 6.90675477864855
"188" "s01" 188 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with fewer dots than the target" "Expected" 1628 7.39510754656249
"189" "s01" 189 "Matching Crisp" "LtoR" "Small" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 6 "Choose a square with the same number of dots as the target" "Expected" 1906 7.55276208421415
"190" "s01" 190 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with more dots than the target" "Expected" 991 6.89871453432999
"191" "s01" 191 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with more dots than the target" "Expected" 962 6.86901445066571
"192" "s01" 192 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with far more dots than the target" "Expected" 1681 7.42714413340862
"193" "s02" 1 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with far fewer dots than the target" "Expected" 1107 7.00940893270864
"194" "s02" 2 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with fewer dots than the target" "Near" 3987 8.29079434738136
"195" "s02" 3 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 44 "Choose a square with the same number of dots as the target" "Expected" 2071 7.63578686139558
"196" "s02" 4 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "36:45:54" 0.75 54 "Choose a square with the same number of dots as the target" "Expected" 1888 7.54327334670545
"197" "s02" 5 "Matching Crisp" "RtoL" "Large" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 24 "Choose a square with the same number of dots as the target" "Near" 2021 7.61134771740362
"198" "s02" 6 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with far more dots than the target" "Expected" 2168 7.68156036255954
"199" "s02" 7 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "26:35:44" 0.25 30 "Choose a square with about the same number of dots as the target" "Near" 2278 7.73105314400713
"200" "s02" 8 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with far more dots than the target" "Expected" 1772 7.47986413116503
"201" "s02" 9 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with more dots than the target" "Expected" 882 6.78219205600679
"202" "s02" 10 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "16:25:34" -0.25 34 "Choose a square with the same number of dots as the target" "Near" 3913 8.27205962221041
"203" "s02" 11 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with far more dots than the target" "Expected" 2205 7.69848278788095
"204" "s02" 12 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with far more dots than the target" "Expected" 932 6.83733281468559
"205" "s02" 13 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with fewer dots than the target" "Far" 1691 7.43307534889858
"206" "s02" 14 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with far more dots than the target" "Expected" 1055 6.96129604591017
"207" "s02" 15 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 40 "Choose a square with far fewer dots than the target" "Expected" 2610 7.86710550031674
"208" "s02" 16 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with fewer dots than the target" "Near" 1799 7.49498623395053
"209" "s02" 17 "Comparison Vague" "RtoL" "Large" "Vague" 0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with far more dots than the target" "Expected" 1873 7.53529670244409
"210" "s02" 18 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "16:25:34" -0.25 16 "Choose a square with the same number of dots as the target" "Expected" 2488 7.81923445385907
"211" "s02" 19 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 44 "Choose a square with the same number of dots as the target" "Near" 3367 8.12177741916107
"212" "s02" 20 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with far fewer dots than the target" "Expected" 5418 8.59748202264504
"213" "s02" 21 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with far fewer dots than the target" "Expected" 902 6.80461452006262
"214" "s02" 22 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with more dots than the target" "Expected" 1594 7.37400185935016
"215" "s02" 23 "Comparison Vague" "LtoR" "Large" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with far more dots than the target" "Expected" 943 6.84906628263346
"216" "s02" 24 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "36:45:54" 0.75 36 "Choose a square with the same number of dots as the target" "Expected" 1398 7.24279792279376
"217" "s02" 25 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 6 "Choose a square with the same number of dots as the target" "Expected" 2082 7.64108424917491
"218" "s02" 26 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 30 "Choose a square with about the same number of dots as the target" "Near" 3337 8.11282747875137
"219" "s02" 27 "Matching Crisp" "RtoL" "Small" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 26 "Choose a square with the same number of dots as the target" "Near" 1698 7.43720636687129
"220" "s02" 28 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "36:45:54" 0.75 40 "Choose a square with more dots than the target" "Expected" 1132 7.03174125876313
"221" "s02" 29 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "06:15:24" -0.75 10 "Choose a square with about the same number of dots as the target" "Near" 2004 7.60290046220476
"222" "s02" 30 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 20 "Choose a square with more dots than the target" "Expected" 1992 7.59689443814454
"223" "s02" 31 "Matching Crisp" "LtoR" "Small" "Crisp" -0.5 "Matching" 0.5 "26:35:44" 0.25 26 "Choose a square with the same number of dots as the target" "Expected" 3818 8.24748200428569
"224" "s02" 32 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "36:45:54" 0.75 54 "Choose a square with the same number of dots as the target" "Expected" 5908 8.68406264365127
"225" "s02" 33 "Matching Crisp" "LtoR" "Large" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 24 "Choose a square with the same number of dots as the target" "Near" 1379 7.2291138777933
"226" "s02" 34 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with fewer dots than the target" "Expected" 4590 8.43163530305459
"227" "s02" 35 "Comparison Crisp" "LtoR" "Large" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 30 "Choose a square with more dots than the target" "Expected" 5354 8.5855992240803
"228" "s02" 36 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 40 "Choose a square with about the same number of dots as the target" "Expected" 2065 7.63288550539513
"229" "s02" 37 "Matching Crisp" "LtoR" "Small" "Crisp" -0.5 "Matching" 0.5 "06:15:24" -0.75 6 "Choose a square with the same number of dots as the target" "Expected" 2468 7.81116338502528
"230" "s02" 38 "Comparison Vague" "RtoL" "Small" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with far fewer dots than the target" "Expected" 2216 7.70345904786717
"231" "s02" 39 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "26:35:44" 0.25 40 "Choose a square with far fewer dots than the target" "Expected" 2209 7.70029520342012
"232" "s02" 40 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "36:45:54" 0.75 50 "Choose a square with far fewer dots than the target" "Expected" 1284 7.15773548424991
"233" "s02" 41 "Matching Vague" "RtoL" "Large" "Vague" 0.5 "Matching" 0.5 "06:15:24" -0.75 20 "Choose a square with about the same number of dots as the target" "Expected" 1524 7.32909373624659
"234" "s02" 42 "Matching Vague" "RtoL" "Small" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 20 "Choose a square with about the same number of dots as the target" "Expected" 2164 7.67971363996637
"235" "s02" 43 "Comparison Crisp" "LtoR" "Small" "Crisp" -0.5 "Comparison" -0.5 "26:35:44" 0.25 40 "Choose a square with fewer dots than the target" "Expected" 1098 7.00124562206948
"236" "s02" 44 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 40 "Choose a square with about the same number of dots as the target" "Near" 4842 8.485083137498
"237" "s02" 45 "Comparison Crisp" "RtoL" "Large" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 10 "Choose a square with more dots than the target" "Expected" 1183 7.07580886397839
"238" "s02" 46 "Comparison Vague" "LtoR" "Small" "Vague" 0.5 "Comparison" -0.5 "16:25:34" -0.25 30 "Choose a square with far fewer dots than the target" "Expected" 1940 7.57044325205737
"239" "s02" 47 "Matching Vague" "LtoR" "Large" "Vague" 0.5 "Matching" 0.5 "26:35:44" 0.25 40 "Choose a square with about the same number of dots as the target" "Near" 1421 7.2591161280971
"240" "s02" 48 "Matching Vague" "LtoR" "Large" "Vague" 0.5 "Matching" 0.5 "36:45:54" 0.75 50 "Choose a square with about the same number of dots as the target" "Expected" 2100 7.64969262371151
"241" "s02" 49 "Comparison Crisp" "RtoL" "Small" "Crisp" -0.5 "Comparison" -0.5 "06:15:24" -0.75 20 "Choose a square with fewer dots than the target" "Near" 2249 7.71824095195932
"242" "s02" 50 "Matching Vague" "LtoR" "Small" "Vague" 0.5 "Matching" 0.5 "16:25:34" -0.25 20 "Choose a square with about the same number of dots as the target" "Near" 3331 8.11102783819368
